"","PostalCode","DateOfSale","Type","Condition","Price","LivingArea","BasementArea","GroundArea","ConstructionYear","Levels","NewKitchen","NumberOfToilets","NewWindows","NewBathroom","NumberOfBedrooms","Balcony","CloseToWater","Garage","Adress","SalesPeriod","YearOfSale","ManyToilets","Basement","LargeGround","Age","HighHouse","Renovation","Quarter"
"2733","8250",2011-04-02,"Ejerlejlighed","Medium",850000,52,4,0,1977,1,NA,1,NA,NA,1,"1",NA,NA,"Brobjerg Parkvej 97, 2. th.",140,2011,"0","1","0",34,"0","0","2"
"2734","8200",2011-04-06,"Ejerlejlighed","Medium",1200000,46,0,0,1939,1,NA,1,NA,NA,NA,NA,NA,NA,"Jordbrovej 8, st. -1.",434,2011,"0","0","0",37,"0","1","2"
"2735","8200",2011-04-08,"Ejerlejlighed","Medium",1395000,65,0,0,1937,1,NA,1,NA,NA,2,NA,NA,NA,"Langelandsgade 216, st. th.",53,2011,"0","0","0",74,"0","0","2"
"2736","8000",2011-04-10,"Ejerlejlighed","Good",1698000,64,0,0,1938,1,NA,1,NA,NA,2,NA,NA,NA,"Høegh-Guldbergs Gade 139, st. tv.",17,2011,"0","0","0",73,"0","0","2"
"2737","8000",2011-04-12,"Ejerlejlighed","Medium",2150000,136,0,0,1914,1,NA,1,NA,NA,NA,NA,NA,NA,"Nørre Alle 66, 1.",365,2011,"0","0","0",24,"0","1","2"
"2738","8000",2011-04-14,"Ejerlejlighed","Medium",2500000,73,0,0,1936,1,NA,1,NA,NA,3,"1",NA,NA,"Skovvejen 44D, 3. th.",192,2011,"0","0","0",24,"0","1","2"
"2739","8000",2011-04-14,"Ejerlejlighed","Medium",1415000,51,0,0,1902,1,NA,1,NA,NA,2,NA,NA,NA,"Odensegade 43, 2. tv.",199,2011,"0","0","0",43,"0","1","2"
"2740","8000",2011-04-14,"Ejerlejlighed","Bad",4150000,162,19,0,1938,1,NA,2,NA,NA,6,"1",NA,NA,"Strandparken 25, 2. tv.",134,2011,"0","1","0",73,"0","0","2"
"2741","8000",2011-04-14,"Ejerlejlighed","Medium",1875000,72,19,0,1935,1,NA,1,NA,NA,2,"1",NA,NA,"Strandparken 1, st. tv.",20,2011,"0","1","0",76,"0","0","2"
"2742","8260",2011-04-15,"Ejerlejlighed","Good",1555000,79,0,0,1997,1,NA,NA,NA,NA,NA,NA,NA,NA,"Ormslevvej 70E, ST. 2.",13,2011,NA,"0","0",14,"0","0","2"
"2743","8270",2011-04-18,"Ejerlejlighed","Medium",2019000,93,0,0,1976,1,NA,1,NA,NA,NA,"1",NA,NA,"Nagelsvej 18, 1. 4.",19,2011,"0","0","0",35,"0","0","2"
"2744","8000",2011-04-18,"Ejerlejlighed","Medium",2360000,73,0,0,1900,1,NA,1,NA,NA,3,"1",NA,NA,"Mejlgade 89, 2. tv.",28,2011,"0","0","0",93,"0","1","2"
"2745","8000",2011-04-28,"Ejerlejlighed","Medium",1598000,64,0,0,1938,1,NA,1,NA,NA,2,NA,NA,NA,"Kaserneboulevarden 9, 3. th.",37,2011,"0","0","0",73,"0","0","2"
"2746","8210",2011-04-29,"Ejerlejlighed","Good",1325000,58,0,0,2006,1,NA,1,NA,NA,1,NA,NA,NA,"Bronzealdertoften 4, ST. 1.",84,2011,"0","0","0",5,"0","0","2"
"2747","8250",2011-04-29,"Ejerlejlighed","Medium",1250000,76,5,0,1977,1,NA,1,NA,NA,1,"1",NA,NA,"Brobjerg Parkvej 91, st. -2.",14,2011,"0","1","0",34,"0","0","2"
"2748","8000",2011-04-29,"Ejerlejlighed","Medium",1198000,56,0,0,1885,1,NA,1,NA,NA,NA,"0",NA,"0","Hjelmensgade 4 2. tv",15,2011,"0","0","0",126,"0","0","2"
"2749","8000",2011-04-29,"Ejerlejlighed","Medium",1350000,58,0,0,1893,1,NA,1,NA,NA,2,NA,NA,NA,"Brammersgade 60, st.",303,2011,"0","0","0",118,"0","0","2"
"2750","8000",2011-04-29,"Ejerlejlighed","Medium",1450000,56,0,0,1897,1,NA,1,NA,NA,NA,NA,NA,NA,"Samsøgade 76, 1.",32,2011,"0","0","0",114,"0","0","2"
"2751","8000",2011-05-02,"Ejerlejlighed","Medium",1545000,54,0,0,1928,1,NA,1,NA,NA,2,NA,NA,NA,"Janus La Cours Gade 6, 3. th.",70,2011,"0","0","0",83,"0","0","2"
"2752","8000",2011-05-06,"Ejerlejlighed","Medium",1595000,66,0,0,1938,1,NA,1,NA,NA,2,"1",NA,NA,"Skanderborgvej 17, 3. tv.",326,2011,"0","0","0",73,"0","0","2"
"2753","8000",2011-05-06,"Ejerlejlighed","Medium",3750000,142,4,0,1970,1,NA,2,NA,NA,5,"1",NA,"0","Vestervang 9, 6. 961.",143,2011,"0","1","0",41,"0","0","2"
"2754","8230",2011-05-09,"Ejerlejlighed","Good",1644000,80,2,0,1948,1,NA,1,NA,NA,1,NA,NA,NA,"Erik Bøghs Vej 6P",42,2011,"0","1","0",63,"0","0","2"
"2755","8000",2011-05-11,"Ejerlejlighed","Medium",1700000,75,0,0,1933,1,NA,1,NA,NA,3,NA,NA,NA,"Silkeborgvej 92, 3. th.",232,2011,"0","0","0",78,"0","0","2"
"2756","8240",2011-05-13,"Ejerlejlighed","Medium",840000,50,0,0,1984,1,NA,1,NA,NA,1,"1",NA,NA,"Skejbygårdsvej 46, st. mf.",30,2011,"0","0","0",27,"0","0","2"
"2757","8200",2011-05-13,"Ejerlejlighed","Good",995000,34,0,0,1938,1,NA,1,NA,NA,1,NA,NA,NA,"Langelandsgade 213, 2. tv.",30,2011,"0","0","0",73,"0","0","2"
"2758","8240",2011-05-16,"Ejerlejlighed","Good",3845000,99,0,0,1910,1,NA,1,NA,NA,3,"1",NA,NA,"Lindevangsvej 5, 2. th.",73,2011,"0","0","0",33,"0","1","2"
"2759","8000",2011-05-17,"Ejerlejlighed","Medium",1775000,73,0,0,1935,1,NA,1,NA,NA,2,"1",NA,NA,"Harald Jensens Plads 21, 4. tv.",46,2011,"0","0","0",76,"0","0","2"
"2760","8000",2011-05-25,"Ejerlejlighed","Medium",1998000,53,0,0,1896,1,NA,1,NA,NA,1,"1",NA,"0","Fynsgade 17 st tv",28,2011,"0","0","0",15,"0","1","2"
"2761","8000",2011-05-25,"Ejerlejlighed","Medium",1450000,63,0,0,1898,1,NA,1,NA,NA,2,"0",NA,"0","Frederiks Alle 102 2. tv",420,2011,"0","0","0",23,"0","1","2"
"2762","8300",2011-05-26,"Ejerlejlighed","Good",1120000,72,0,0,1879,1,NA,1,NA,NA,1,"0",NA,NA,"Tornøegade 32, 3. 1.",91,2011,"0","0","0",44,"0","1","2"
"2763","8200",2011-05-27,"Ejerlejlighed","Medium",1645000,70,0,0,1938,1,NA,1,NA,NA,NA,"0",NA,"0","Willemoesgade 64 kl.",44,2011,"0","0","0",73,"0","1","2"
"2764","8000",2011-05-30,"Ejerlejlighed","Bad",2295000,100,0,0,1900,1,NA,1,NA,NA,NA,"1",NA,"0","Grønnegade 67 2.",293,2011,"0","0","0",111,"0","0","2"
"2765","8230",2011-05-31,"Ejerlejlighed","Good",2525000,109,26,0,1899,1,NA,1,NA,NA,1,"1",NA,"0","Rønne Alle 3A 01.",104,2011,"0","1","0",30,"0","1","2"
"2766","8270",2011-05-31,"Ejerlejlighed","Medium",1150000,69,0,0,1938,1,NA,1,NA,NA,2,"0",NA,"0","Oddervej 59 1. TV",49,2011,"0","0","0",73,"0","0","2"
"2767","8230",2011-05-31,"Ejerlejlighed","Good",1323000,79,0,0,1936,1,NA,1,NA,NA,2,"1",NA,"0","Silkeborgvej 311C st th",57,2011,"0","0","0",75,"0","0","2"
"2768","8200",2011-05-31,"Ejerlejlighed","Medium",2850000,107,0,0,1932,2,NA,1,NA,NA,NA,"0",NA,"0","Otte Ruds Gade 49 2.",6,2011,"0","0","0",79,"0","0","2"
"2769","8240",2011-05-31,"Ejerlejlighed","Medium",1675000,88,14,0,1976,1,NA,1,NA,NA,2,"1",NA,"0","Kantorvænget 10, 2. -250.",54,2011,"0","1","0",35,"0","0","2"
"2770","8000",2011-05-31,"Ejerlejlighed","Good",3249000,92,0,0,1959,1,NA,1,NA,NA,NA,"1",NA,"0","Marselis Boulevard 28 12. Dør/lejl. 6",57,2011,"0","0","0",52,"0","1","2"
"2771","8000",2011-05-31,"Ejerlejlighed","Bad",1349000,48,0,0,1899,1,NA,1,NA,NA,2,"0",NA,"0","Ny Munkegade 89 2. th",110,2011,"0","0","0",112,"0","0","2"
"2772","8000",2011-06-01,"Ejerlejlighed","Good",2450000,84,0,0,1930,1,NA,1,NA,NA,2,"1",NA,"0","Sjællandsgade 62E",93,2011,"0","0","0",8,"0","1","2"
"2773","8220",2011-06-03,"Ejerlejlighed","Medium",1050000,60,0,0,1966,1,NA,1,NA,NA,1,"1",NA,"0","Engdalsvej 73B 02. TH",94,2011,"0","0","0",44,"0","1","2"
"2774","8200",2011-06-03,"Ejerlejlighed","Medium",1600000,59,0,0,1926,1,NA,1,NA,NA,2,"0",NA,"0","Herluf Trolles Gade 44 1. th",141,2011,"0","0","0",85,"0","1","2"
"2775","8000",2011-06-06,"Ejerlejlighed","Medium",1635000,59,0,0,1920,1,NA,1,NA,NA,NA,"1",NA,"0","Bissensgade 13 2. th",28,2011,"0","0","0",38,"0","1","2"
"2776","8230",2011-06-09,"Ejerlejlighed","Good",910000,47,0,0,1972,1,NA,1,NA,NA,1,"1",NA,"0","Dr. Holsts Vej 38 1.  60.",98,2011,"0","0","0",39,"0","0","2"
"2777","8230",2011-06-09,"Ejerlejlighed","Good",910000,47,0,0,1972,1,NA,1,NA,NA,1,"1",NA,"0","Dr. Holsts Vej 38 ST  47.",55,2011,"0","0","0",39,"0","0","2"
"2778","8000",2011-06-09,"Ejerlejlighed","Medium",1995000,79,0,0,1945,1,NA,1,NA,NA,3,"1",NA,"0","Tage-Hansens Gade 7 3. th",69,2011,"0","0","0",66,"0","1","2"
"2779","8000",2011-06-14,"Ejerlejlighed","Good",2250000,95,0,0,1901,1,NA,1,NA,NA,4,"0",NA,"0","Vesterbrogade 24 3.",112,2011,"0","0","0",110,"0","0","2"
"2780","8220",2011-06-16,"Ejerlejlighed","Medium",1998000,87,0,0,1981,1,NA,1,NA,NA,2,"0",NA,"0","Brabrand Skovvej 23",21,2011,"0","0","0",30,"0","1","2"
"2781","8200",2011-06-16,"Ejerlejlighed","Good",3850000,123,0,0,1916,1,NA,1,NA,NA,NA,"1",NA,"0","Trøjborgvej 8A 4.",112,2011,"0","0","0",95,"0","0","2"
"2782","8000",2011-06-20,"Ejerlejlighed","Medium",1525000,66,0,0,1940,1,NA,1,NA,NA,2,"1",NA,"0","Vestre Ringgade 48 1. tv",277,2011,"0","0","0",71,"0","1","2"
"2783","8000",2011-06-21,"Ejerlejlighed","Good",7350000,184,0,0,2003,1,NA,2,NA,NA,NA,"1",NA,"0","Langelinieparken 13 1. tv",88,2011,"0","0","0",8,"0","0","2"
"2784","8200",2011-06-23,"Ejerlejlighed","Medium",1750000,56,0,0,1933,1,NA,1,NA,NA,NA,"1",NA,"0","Herluf Trolles Gade 35 4. th",42,2011,"0","0","0",78,"0","0","2"
"2785","8230",2011-06-27,"Ejerlejlighed","Bad",750000,47,6,0,1970,0,NA,1,NA,NA,1,"1",NA,"0","Dr. Holsts Vej 36 st 25",47,2011,"0","1","0",41,"0","0","2"
"2786","8000",2011-06-28,"Ejerlejlighed","Medium",1920000,77,0,0,1900,1,NA,1,NA,NA,NA,"0",NA,"0","Christiansgade 29 st tv",21,2011,"0","0","0",111,"0","0","2"
"2787","8000",2011-06-28,"Ejerlejlighed","Medium",2328000,71,0,0,1896,1,NA,1,NA,NA,NA,"0",NA,"0","Skt. Pauls Gade 24 2.",28,2011,"0","0","0",26,"0","1","2"
"2788","8230",2011-06-29,"Ejerlejlighed","Good",934000,44,0,0,1948,2,NA,1,NA,NA,1,"0",NA,"0","Erik Bøghs Vej 6H",107,2011,"0","0","0",63,"0","0","2"
"2789","8000",2011-06-29,"Ejerlejlighed","Bad",2249000,95,0,0,1935,1,NA,1,NA,NA,NA,"1",NA,"0","Strandparken 2 2. th",5,2011,"0","0","0",76,"0","0","2"
"2790","8260",2011-06-30,"Ejerlejlighed","Good",1490000,111,0,0,1968,1,NA,1,NA,NA,2,"1",NA,"0","Kongsgårdsvej 26 1.  2.",303,2011,"0","0","0",43,"0","1","2"
"2791","8230",2011-06-30,"Ejerlejlighed","Medium",910000,47,0,0,1972,1,NA,1,NA,NA,NA,"1",NA,"0","Dr.Holsts Vej 36 st 30",23,2011,"0","0","0",39,"0","0","2"
"2792","8270",2011-06-30,"Ejerlejlighed","Medium",1110000,72,0,0,1967,1,NA,1,NA,NA,2,"1",NA,"0","Rundhøj Alle 121 02. TH",122,2011,"0","0","0",44,"0","0","2"
"2793","8200",2011-06-30,"Ejerlejlighed","Medium",1475000,56,0,0,1901,1,NA,1,NA,NA,2,"0",NA,"0","Niels Juels Gade 72 1.",36,2011,"0","0","0",110,"0","0","2"
"2794","8210",2011-06-30,"Ejerlejlighed","Good",1705000,87,0,0,1956,1,NA,1,NA,NA,1,"1",NA,"0","Tingvej 2B 01. TH",133,2011,"0","0","0",26,"0","1","2"
"2795","8000",2011-06-30,"Ejerlejlighed","Medium",2600000,81,0,0,1931,0,NA,1,NA,NA,NA,"1",NA,"0","Skernvej 12 5. th",30,2011,"0","0","0",80,"0","0","2"
"2796","8000",2011-06-30,"Ejerlejlighed","Medium",1655000,37,40,0,1897,1,NA,1,NA,NA,1,"0",NA,"0","Lollandsgade 69 st th",255,2011,"0","1","0",114,"0","0","2"
"2797","8000",2011-06-30,"Ejerlejlighed","Medium",2210000,100,0,0,1932,1,NA,1,NA,NA,NA,"0",NA,"0","Ringkøbingvej 26 3. th",177,2011,"0","0","0",23,"0","1","2"
"2798","8000",2011-07-04,"Ejerlejlighed","Medium",1070000,47,0,0,1897,1,NA,1,NA,NA,2,"0",NA,"0","Ny Munkegade 38 st",174,2011,"0","0","0",114,"0","0","3"
"2799","8240",2011-07-06,"Ejerlejlighed","Medium",1240000,63,0,0,1984,1,NA,1,NA,NA,1,"1",NA,"0","Skejbygårdsvej 44 st th",90,2011,"0","0","0",27,"0","0","3"
"2800","8230",2011-07-07,"Ejerlejlighed","Medium",1110000,55,0,0,1970,1,NA,1,NA,NA,1,"1",NA,"0","Tousvej 101 st 1",226,2011,"0","0","0",41,"0","0","3"
"2801","8260",2011-07-08,"Ejerlejlighed","Good",940000,67,0,0,1970,1,NA,1,NA,NA,2,"1",NA,"0","Grøfthøjparken 161 11. TV",113,2011,"0","0","0",41,"0","1","3"
"2802","8000",2011-07-11,"Ejerlejlighed","Medium",700000,30,0,0,1938,1,NA,1,NA,NA,1,"1",NA,"0","Skovvejen 46H 1. Dør/lejl. 101",263,2011,"0","0","0",73,"0","0","3"
"2803","8260",2011-07-12,"Ejerlejlighed","Medium",520000,42,0,0,1970,1,NA,1,NA,NA,1,"1",NA,"0","Grøfthøjparken 159 01. MF",312,2011,"0","0","0",41,"0","0","3"
"2804","8000",2011-07-13,"Ejerlejlighed","Medium",2398000,88,0,0,1880,1,NA,1,NA,NA,2,"0","0","0","Montanagade 3A",72,2011,"0","0","0",3,"0","1","3"
"2805","8000",2011-07-14,"Ejerlejlighed","Medium",2229000,87,0,0,1935,1,NA,1,NA,NA,NA,"0",NA,"0","Strandparken 15 1. th",6,2011,"0","0","0",76,"0","0","3"
"2806","8200",2011-07-15,"Ejerlejlighed","Medium",1310000,53,0,0,1943,1,NA,1,NA,NA,NA,"0",NA,"0","Olfert Fischers Gade 3 1. Dør/lejl. 1",44,2011,"0","0","0",68,"0","0","3"
"2807","8250",2011-07-22,"Ejerlejlighed","Medium",1395000,70,4,0,1980,1,NA,1,NA,NA,1,"1",NA,"0","Brobjerg Parkvej 15 st. Dør/lejl. 2",74,2011,"0","1","0",31,"0","1","3"
"2808","8000",2011-07-24,"Ejerlejlighed","Medium",2310000,86,0,0,1933,1,NA,1,NA,NA,NA,"1",NA,"0","Chr.Wærums Gade 20 st Dør/lejl. th",0,2011,"0","0","0",78,"0","0","3"
"2809","8000",2011-07-25,"Ejerlejlighed","Medium",800000,32,0,0,1897,1,NA,1,NA,NA,1,"0","0","0","Nørre Alle 87 st tv",697,2011,"0","0","0",22,"0","1","3"
"2810","8000",2011-07-25,"Ejerlejlighed","Medium",1800000,71,0,0,1889,1,NA,1,NA,NA,NA,"0",NA,"0","Sjællandsgade 87 3.",220,2011,"0","0","0",31,"0","1","3"
"2811","8000",2011-07-27,"Ejerlejlighed","Medium",1775000,60,0,0,1911,1,NA,1,NA,NA,NA,"0",NA,"0","Fåborggade 15 2. th",21,2011,"0","0","0",100,"0","0","3"
"2812","8230",2011-07-28,"Ejerlejlighed","Medium",1100000,50,0,0,1939,1,NA,1,NA,NA,1,"1",NA,"0","Carit Etlars Vej 23 2. TV",191,2011,"0","0","0",72,"0","1","3"
"2813","8000",2011-07-28,"Ejerlejlighed","Good",1549000,55,0,0,2004,1,NA,1,NA,NA,NA,"1",NA,"0","Gebauersgade 2 4. Dør/lejl. 10",45,2011,"0","0","0",7,"0","0","3"
"2814","8000",2011-07-28,"Ejerlejlighed","Bad",1450000,65,0,0,1869,1,NA,1,NA,NA,NA,"0",NA,"0","Knudrisgade 14 1.",120,2011,"0","0","0",35,"0","1","3"
"2815","8000",2011-07-30,"Ejerlejlighed","Medium",1575000,73,0,0,1961,1,NA,1,NA,NA,1,"1",NA,"0","Nordborggade 51 2. th",58,2011,"0","0","0",50,"0","0","3"
"2816","8270",2011-07-31,"Ejerlejlighed","Good",3285000,140,0,591,1925,2,NA,1,NA,NA,3,"0",NA,"0","Hjulbjergvej 72",41,2011,"0","0","0",1,"0","1","3"
"2817","8000",2011-08-08,"Ejerlejlighed","Good",1320000,37,0,0,1900,1,NA,1,NA,NA,1,"0",NA,"0","Knudrisgade 47B st th",111,2011,"0","0","0",111,"0","1","3"
"2818","8000",2011-08-08,"Ejerlejlighed","Medium",1675000,70,0,0,1950,1,NA,1,NA,NA,3,"1",NA,"0","Vestre Ringgade 216 st th",116,2011,"0","0","0",61,"0","0","3"
"2819","8000",2011-08-09,"Ejerlejlighed","Good",995000,46,0,0,1967,1,NA,1,NA,NA,NA,"0",NA,"0","Marselis Boulevard 36 11. mf",39,2011,"0","0","0",44,"0","1","3"
"2820","8200",2011-08-10,"Ejerlejlighed","Medium",975000,52,0,0,1966,1,NA,1,NA,NA,1,"0",NA,"0","Edouard Suensons Gade 6 4. m",8,2011,"0","0","0",45,"0","0","3"
"2821","8000",2011-08-10,"Ejerlejlighed","Medium",1571000,66,0,0,1940,1,NA,1,NA,NA,2,"1","0","0","Vestre Ringgade 48 3. tv",184,2011,"0","0","0",71,"0","0","3"
"2822","8200",2011-08-12,"Ejerlejlighed","Medium",1550000,69,0,0,1954,1,NA,1,NA,NA,2,"1",NA,"0","Marius Simonsens Vej 13 st tv",264,2011,"0","0","0",57,"0","0","3"
"2823","8000",2011-08-12,"Ejerlejlighed","Good",970000,40,0,0,1960,1,NA,1,NA,NA,NA,"0",NA,"0","Nordborggade 31 3. Dør/lejl. 4",31,2011,"0","0","0",51,"0","0","3"
"2824","8200",2011-08-15,"Ejerlejlighed","Medium",1675000,64,0,0,1935,1,NA,1,NA,NA,2,"0",NA,"0","Aldersrovej 4 4. tv",100,2011,"0","0","0",76,"0","1","3"
"2825","8000",2011-08-16,"Ejerlejlighed","Good",1600000,58,0,0,1862,1,NA,1,NA,NA,NA,"0",NA,"0","Fredensgade 32B 3.",62,2011,"0","0","0",8,"0","1","3"
"2826","8000",2011-08-16,"Ejerlejlighed","Medium",750000,46,0,0,1970,1,NA,1,NA,NA,1,"0",NA,"0","Grønnegade 82 st A",4,2011,"0","0","0",41,"0","0","3"
"2827","8230",2011-08-18,"Ejerlejlighed","Medium",550000,32,0,0,1967,0,NA,1,NA,NA,1,"1",NA,"0","Tousvej 93 01. MF",0,2011,"0","0","0",44,"0","1","3"
"2828","8230",2011-08-22,"Ejerlejlighed","Medium",898000,50,0,0,1972,0,NA,1,NA,NA,NA,"1",NA,"0","Dr.Holsts Vej 50 ST Dør/lejl. 107",49,2011,"0","0","0",39,"0","0","3"
"2829","8240",2011-08-25,"Ejerlejlighed","Good",1450000,69,0,0,1981,1,NA,1,NA,NA,NA,"1",NA,"0","Kantorvænget 1 st Dør/lejl. 3",41,2011,"0","0","0",30,"0","0","3"
"2830","8000",2011-08-25,"Ejerlejlighed","Medium",1075000,45,0,0,1937,1,NA,1,NA,NA,NA,"1",NA,"0","Skanderborgvej 7 st th",91,2011,"0","0","0",74,"0","0","3"
"2831","8230",2011-08-26,"Ejerlejlighed","Good",1282000,64,0,0,1970,4,NA,1,NA,NA,1,"1",NA,"0","Tousvej 101 01. , 11.",177,2011,"0","0","0",41,"0","0","3"
"2832","8000",2011-08-26,"Ejerlejlighed","Good",1225000,44,0,0,1970,1,NA,1,NA,NA,1,"1",NA,"0","Vestervang 2 1. Dør/lejl. 212",73,2011,"0","0","0",41,"0","0","3"
"2833","8200",2011-08-29,"Ejerlejlighed","Medium",925000,42,0,0,1960,0,NA,1,NA,NA,NA,"0",NA,"0","Skovvangsvej 26A 01. , 08",17,2011,"0","0","0",51,"0","0","3"
"2834","8200",2011-08-29,"Ejerlejlighed","Medium",1350000,61,0,0,1936,1,NA,1,NA,NA,2,"0",NA,"0","Nordre Ringgade 88 2. tv",362,2011,"0","0","0",75,"0","0","3"
"2835","8000",2011-08-29,"Ejerlejlighed","Good",1648000,49,0,0,1930,1,NA,1,NA,NA,NA,"1",NA,"0","Nørre Allé 90 5. tv",35,2011,"0","0","0",81,"0","0","3"
"2836","8000",2011-08-29,"Ejerlejlighed","Medium",1025000,54,0,0,1943,1,NA,1,NA,NA,2,"0",NA,"0","Skanderborgvej 92 st Dør/lejl. 4",228,2011,"0","0","0",68,"0","0","3"
"2837","8000",2011-08-29,"Ejerlejlighed","Medium",1060000,44,3,0,1958,1,NA,1,NA,NA,NA,"0",NA,"0","Østergade 42 1. 3",188,2011,"0","1","0",6,"0","1","3"
"2838","8000",2011-08-30,"Ejerlejlighed","Medium",1600000,65,0,0,1886,1,NA,1,NA,NA,NA,"0",NA,"0","Bülowsgade 22 st",74,2011,"0","0","0",125,"0","0","3"
"2839","8000",2011-08-30,"Ejerlejlighed","Medium",1835000,67,0,0,1883,1,NA,1,NA,NA,3,"1",NA,"0","Hjortensgade 11 2.",165,2011,"0","0","0",128,"0","0","3"
"2840","8240",2011-08-31,"Ejerlejlighed","Medium",1385000,88,0,0,1986,1,NA,1,NA,NA,NA,"0",NA,"0","Skejbygårdsvej 48 1. tv.",62,2011,"0","0","0",25,"0","0","3"
"2841","8200",2011-08-31,"Ejerlejlighed","Medium",1975000,79,0,0,1936,1,NA,1,NA,NA,3,"1",NA,"0","Otte Ruds Gade 21 2. tv",125,2011,"0","0","0",75,"0","0","3"
"2842","8000",2011-09-08,"Ejerlejlighed","Medium",3400000,144,0,0,1970,1,NA,3,NA,NA,NA,"1",NA,"0","Vestervang 8 7. Dør/lejl. 874",80,2011,"1","0","0",41,"0","0","3"
"2843","8200",2011-09-09,"Ejerlejlighed","Good",1170000,56,0,0,1968,1,NA,1,NA,NA,NA,"0",NA,"0","Jens Baggesens Vej 114 st tv",74,2011,"0","0","0",43,"0","0","3"
"2844","8000",2011-09-14,"Ejerlejlighed","Good",1500000,54,0,0,1988,1,NA,1,NA,NA,NA,"1",NA,"0","Gebauersgade 8 1. 1",379,2011,"0","0","0",7,"0","1","3"
"2845","8000",2011-09-14,"Ejerlejlighed","Medium",1386000,62,0,0,1917,1,NA,1,NA,NA,NA,"0",NA,"0","Vestergade 77B st tv",86,2011,"0","0","0",94,"0","0","3"
"2846","8200",2011-09-16,"Ejerlejlighed","Good",1498000,74,0,0,1968,1,NA,1,NA,NA,1,"1",NA,"0","Jens Baggesens Vej 106 ST , Tv.",206,2011,"0","0","0",43,"0","0","3"
"2847","8000",2011-09-16,"Ejerlejlighed","Medium",1600000,56,0,0,1927,1,NA,1,NA,NA,2,"0",NA,"0","Skovgaardsgade 18 1. tv",171,2011,"0","0","0",84,"0","0","3"
"2848","8000",2011-09-17,"Ejerlejlighed","Medium",1365000,60,0,0,1988,1,NA,1,NA,NA,1,"0",NA,"0","Gebauersgade 8 st 2",116,2011,"0","0","0",7,"0","1","3"
"2849","8000",2011-09-20,"Ejerlejlighed","Good",2400000,99,0,0,1898,1,NA,1,NA,NA,1,"1",NA,"0","Samsøgade 37 1. tv",55,2011,"0","0","0",113,"0","0","3"
"2850","8270",2011-09-21,"Ejerlejlighed","Medium",1350000,65,0,0,1989,1,NA,1,NA,NA,NA,"0",NA,"0","Kragelunds Alle 1F",113,2011,"0","0","0",22,"0","0","3"
"2851","8240",2011-09-21,"Ejerlejlighed","Medium",685000,39,8,0,1976,1,NA,1,NA,NA,1,"1",NA,"0","Kantorvænget 10 1. -260",135,2011,"0","1","0",35,"0","0","3"
"2852","8220",2011-09-26,"Ejerlejlighed","Good",1210000,84,10,0,1966,1,NA,1,NA,NA,NA,"1",NA,"0","Engdalsvej 73A 01. TH",81,2011,"0","1","0",45,"0","0","3"
"2853","8000",2011-09-27,"Ejerlejlighed","Medium",1715000,85,0,0,1874,1,NA,1,NA,NA,NA,"0",NA,"0","Frederiks Alle 120 st",57,2011,"0","0","0",137,"0","0","3"
"2854","8000",2011-09-28,"Ejerlejlighed","Good",2398000,93,0,0,1880,1,NA,2,NA,NA,3,"0","0","0","Montanagade 5 1.",149,2011,"0","0","0",3,"0","1","3"
"2855","8000",2011-09-28,"Ejerlejlighed","Good",1875000,73,0,0,1933,1,NA,1,NA,NA,NA,"1",NA,"0","Borggade 5 4. th",76,2011,"0","0","0",23,"0","1","3"
"2856","8200",2011-09-30,"Ejerlejlighed","Medium",1480000,58,0,0,1939,1,NA,1,NA,NA,NA,"0",NA,"0","Aldersrovej 50 st tv",156,2011,"0","0","0",72,"0","0","3"
"2857","8000",2011-09-30,"Ejerlejlighed","Good",1570000,64,0,0,1931,1,NA,1,NA,NA,NA,"0",NA,"0","Skernvej 8 st tv",109,2011,"0","0","0",80,"0","0","3"
"2858","8000",2011-10-04,"Ejerlejlighed","Good",2660000,96,0,0,1900,1,NA,1,NA,NA,NA,"1",NA,"0","Grønnegade 67 3.",19,2011,"0","0","0",111,"0","0","4"
"2859","8240",2011-10-05,"Ejerlejlighed","Medium",898000,50,0,0,1986,1,NA,1,NA,NA,NA,"1",NA,"0","Skejbygårdsvej 62 2. mf.",2,2011,"0","0","0",25,"0","0","4"
"2860","8000",2011-10-06,"Ejerlejlighed","Medium",1960000,82,0,0,1928,1,NA,1,NA,NA,3,"0",NA,"0","Janus La Cours Gade 5 1. th",133,2011,"0","0","0",83,"0","0","4"
"2861","8210",2011-10-07,"Ejerlejlighed","Medium",1100000,67,0,0,1900,1,NA,1,NA,NA,2,"0",NA,"0","Ryvej 34B 1. TV",158,2011,"0","0","0",26,"0","1","4"
"2862","8000",2011-10-07,"Ejerlejlighed","Medium",1999999,89,0,0,1935,1,NA,1,NA,NA,3,"1",NA,"0","P. P. Ørums Gade 6 3. th",61,2011,"0","0","0",4,"0","1","4"
"2863","8000",2011-10-10,"Ejerlejlighed","Medium",1650000,72,0,0,1936,1,NA,1,NA,NA,2,"0",NA,"0","Ringkøbingvej 12 2. th",0,2011,"0","0","0",75,"0","0","4"
"2864","8000",2011-10-12,"Ejerlejlighed","Good",1850000,67,0,0,1933,1,NA,1,NA,NA,NA,"1",NA,"0","Schleppegrellsgade 18B 3. tv",64,2011,"0","0","0",78,"0","0","4"
